10,106b6efa
34975a8,3c038040
34975ac,3c03801c
34975b0,346384a0
34975b4,946400a4
34975b8,24030010
34975bc,5483000c
34975c0,2402007c
34975c4,3c038040
34975c8,90632278
34975cc,50600009
34975d0,9603001c
34975d4,3c030901
34975d8,56830006
34975dc,9603001c
34975e0,24030002
34975e4,56c30003
34975e8,9603001c
34975ec,2402007c
34975f0,9603001c
34975f4,3063f01f
34975f8,22140
34975fc,641825
3497600,a603001c
3497604,6210004
3497608,8fa30044
349760c,21023
3497610,21600
3497614,21603
3497618,10000031
349761c,a0620424
3497620,c105a80
3497628,8fa20044
349762c,1000002c
3497630,a0510424
3497634,324700ff
3497638,3c02801c
349763c,344284a0
3497640,904600a5
3497644,2002825
3497648,c1059bd
349764c,27a40010
3497650,8fa20010
3497654,40a025
3497658,8fa30014
349765c,60b025
3497660,97a40018
3497664,809025
3497668,93a4001a
349766c,431025
3497670,1440ffb4
3497674,80a825
3497678,1000ffe9
3497680,c105a80
3497688,8fa20044
349768c,1000ff9f
3497690,a0510424
3497694,324700ff
3497698,3c02801c
349769c,344284a0
34976a0,904600a5
34976a4,2002825
34976a8,c1059bd
34976ac,27a40010
34976b0,8fa20010
34976b4,40a025
34976b8,8fa30014
34976bc,60b025
34976c0,97a40018
34976c4,809025
34976c8,93a4001a
34976cc,431025
34976d0,1440ff9c
34976d4,80a825
34976d8,1000ffe9
34976e0,8fbf003c
34976e4,8fb60038
34976e8,8fb50034
34976ec,8fb40030
34976f0,8fb3002c
34976f4,8fb20028
34976f8,8fb10024
34976fc,8fb00020
3497700,3e00008
3497704,27bd0040
3497708,3c028045
349770c,3e00008
3497710,ac40e3d0
3497714,27bdffd8
3497718,afbf0024
349771c,afb30020
3497720,afb2001c
3497724,afb10018
3497728,afb00014
349772c,90910000
3497730,3231007f
3497734,2402003e
3497738,16220011
349773c,808025
3497740,90880000
3497744,3108007f
3497748,84600
349774c,8c820004
3497750,21ac2
3497754,30631f00
3497758,1034021
349775c,213c2
3497760,3042000f
3497764,1024021
3497768,3c028043
349776c,8c42fc08
3497770,54480011
3497774,3c028043
3497778,1000009f
349777c,8e020004
3497780,90880000
3497784,3108007f
3497788,84600
349778c,8c820004
3497790,21c02
3497794,306300c0
3497798,1034021
349779c,21402
34977a0,3042003f
34977a4,1024021
34977a8,3c028043
34977ac,8c42fc08
34977b0,104800a1
34977b4,3c028043
34977b8,2403ffff
34977bc,a443fc04
34977c0,3c028043
34977c4,2403ffff
34977c8,ac43fc08
34977cc,92020000
34977d0,3042007f
34977d4,21040
34977d8,3c038045
34977dc,2463ff54
34977e0,431021
34977e4,94520000
34977e8,3402ffff
34977ec,124200a2
34977f0,3c028045
34977f4,2442fc98
34977f8,2421021
34977fc,90490000
3497800,1120009c
3497804,26420001
3497808,3042ffff
349780c,920a0000
3497810,314a007f
3497814,1825
3497818,240b003e
349781c,3c078045
3497820,24e7fc98
3497824,154b000e
3497828,472021
349782c,908c0000
3497830,24460002
3497834,30c6ffff
3497838,24420001
349783c,3042ffff
3497840,471021
3497844,90450000
3497848,8e020004
349784c,223c2
3497850,3084000f
3497854,214c2
3497858,1000000b
349785c,3042001f
3497860,90850000
3497864,56182
3497868,24420001
349786c,3046ffff
3497870,30a5003f
3497874,8e020004
3497878,22402
349787c,3084003f
3497880,21582
3497884,30420003
3497888,54a40010
349788c,24c20002
3497890,5582000e
3497894,24c20002
3497898,3c028045
349789c,2442fc98
34978a0,c23021
34978a4,90d20000
34978a8,129200
34978ac,90c20001
34978b0,2429021
34978b4,3252ffff
34978b8,3402ffff
34978bc,56420009
34978c0,3c038045
34978c4,1000006d
34978c8,2401025
34978cc,24630001
34978d0,306300ff
34978d4,1523ffd3
34978d8,3042ffff
34978dc,10000066
34978e0,3412ffff
34978e4,2463f0e0
34978e8,2432021
34978ec,90820000
34978f0,21200
34978f4,90840001
34978f8,441021
34978fc,3c048043
3497900,a482fc04
3497904,26420002
3497908,3042ffff
349790c,431021
3497910,90420000
3497914,29842
3497918,3c048045
349791c,a080e2c0
3497920,3c028043
3497924,ac48fc08
3497928,24050100
349792c,3c028000
3497930,24422e80
3497934,40f809
3497938,2484e2c0
349793c,1260002b
3497940,2402003e
3497944,26460003
3497948,30c6ffff
349794c,135840
3497950,cb5821
3497954,316bffff
3497958,4025
349795c,1825
3497960,3c0a8045
3497964,254af0e0
3497968,3c0c8045
349796c,258ce2c0
3497970,24c20001
3497974,3042ffff
3497978,c02025
349797c,24c60002
3497980,4a1021
3497984,90470000
3497988,10e00015
349798c,30c6ffff
3497990,8a2021
3497994,90850000
3497998,604825
349799c,1831821
34979a0,e32021
34979a4,1001025
34979a8,a21021
34979ac,10a00002
34979b0,304200ff
34979b4,a0620000
34979b8,24630001
34979bc,5464fffb
34979c0,a21021
34979c4,e91821
34979c8,a84021
34979cc,24e7ffff
34979d0,a70018
34979d4,1012
34979d8,1024021
34979dc,310800ff
34979e0,14cbffe4
34979e4,24c20001
34979e8,2402003e
34979ec,56220013
34979f0,92020006
34979f4,8e020004
34979f8,21202
34979fc,3042007f
3497a00,3c038045
3497a04,2463e2c0
3497a08,431021
3497a0c,90420000
3497a10,10400019
3497a14,3412ffff
3497a18,3c038043
3497a1c,9463fc04
3497a20,2463ffff
3497a24,92040007
3497a28,641821
3497a2c,431021
3497a30,10000011
3497a34,3052ffff
3497a38,92020006
3497a3c,3c038045
3497a40,2463e2c0
3497a44,431021
3497a48,90420000
3497a4c,1040000a
3497a50,3412ffff
3497a54,3c038043
3497a58,9463fc04
3497a5c,2463ffff
3497a60,92040007
3497a64,641821
3497a68,431021
3497a6c,10000002
3497a70,3052ffff
3497a74,3412ffff
3497a78,2401025
3497a7c,8fbf0024
3497a80,8fb30020
3497a84,8fb2001c
3497a88,8fb10018
3497a8c,8fb00014
3497a90,3e00008
3497a94,27bd0028
3497a98,8c830004
3497a9c,10600017
3497aa0,24020001
3497aa4,27bdffe8
3497aa8,afbf0014
3497aac,c105dc5
3497ab4,402025
3497ab8,3403ffff
3497abc,1083000c
3497ac0,24020001
3497ac4,418c2
3497ac8,3063ffff
3497acc,3c028045
3497ad0,8c42e458
3497ad4,431021
3497ad8,90430000
3497adc,30840007
3497ae0,24020080
3497ae4,821007
3497ae8,621024
3497aec,2102b
3497af0,8fbf0014
3497af4,3e00008
3497af8,27bd0018
3497afc,3e00008
3497b04,27bdffe8
3497b08,afbf0014
3497b0c,c105dc5
3497b14,3403ffff
3497b18,1043000b
3497b1c,218c2
3497b20,3063ffff
3497b24,3c048045
3497b28,8c84e458
3497b2c,832021
3497b30,30420007
3497b34,24030080
3497b38,431007
3497b3c,90830000
3497b40,431025
3497b44,a0820000
3497b48,8fbf0014
3497b4c,3e00008
3497b50,27bd0018
3497b54,27bdffe8
3497b58,afbf0014
3497b5c,afb00010
3497b60,8c8201a0
3497b64,8c8301a4
3497b68,431025
3497b6c,10400007
3497b70,808025
3497b74,c101f82
3497b7c,c105ea6
3497b80,24440004
3497b84,10400011
3497b88,8fbf0014
3497b8c,240200dc
3497b90,a602014a
3497b94,9602001c
3497b98,2c430008
3497b9c,50600006
3497ba0,24030011
3497ba4,2c420006
3497ba8,10400008
3497bac,8fbf0014
3497bb0,10000004
3497bb4,2402ffff
3497bb8,10430004
3497bbc,8fbf0014
3497bc0,2402ffff
3497bc4,a2020003
3497bc8,8fbf0014
3497bcc,8fb00010
3497bd0,3e00008
3497bd4,27bd0018
3497bd8,84830000
3497bdc,24020015
3497be0,14620009
3497be8,908201b1
3497bec,10400006
3497bf4,8c8201a0
3497bf8,8c8301a4
3497bfc,431025
3497c00,1440000a
3497c08,27bdffe8
3497c0c,afbf0014
3497c10,3c028002
3497c14,24420eb4
3497c18,40f809
3497c20,8fbf0014
3497c24,3e00008
3497c28,27bd0018
3497c2c,3e00008
3497c34,27bdffb8
3497c38,afbf0044
3497c3c,afb10040
3497c40,afb0003c
3497c44,a08001b0
3497c48,afa00018
3497c4c,afa0001c
3497c50,3c028045
3497c54,8c420058
3497c58,10400008
3497c5c,808025
3497c60,3c028045
3497c64,8c430054
3497c68,24420054
3497c6c,8c420004
3497c70,afa30018
3497c74,1000002f
3497c78,afa2001c
3497c7c,3c028040
3497c80,94427674
3497c84,1040002b
3497c88,3c03801c
3497c8c,346384a0
3497c90,946400a4
3497c94,3085007f
3497c98,93a30018
3497c9c,30630080
3497ca0,651825
3497ca4,a3a30018
3497ca8,2403003e
3497cac,5483001a
3497cb0,92030003
3497cb4,92040003
3497cb8,3084000f
3497cbc,423c0
3497cc0,8fa3001c
3497cc4,3c05fff8
3497cc8,24a57fff
3497ccc,651824
3497cd0,641825
3497cd4,afa3001c
3497cd8,3c048011
3497cdc,3484a5d0
3497ce0,90841397
3497ce4,3084001f
3497ce8,424c0
3497cec,3c05ff07
3497cf0,34a5ffff
3497cf4,651824
3497cf8,641825
3497cfc,3042007f
3497d00,22200
3497d04,240280ff
3497d08,621024
3497d0c,441025
3497d10,10000008
3497d14,afa2001c
3497d18,3c048047
3497d1c,90848b58
3497d20,42180
3497d24,3063003f
3497d28,641825
3497d2c,a3a3001d
3497d30,a3a2001e
3497d34,c101f82
3497d38,2002025
3497d3c,408825
3497d40,27a50018
3497d44,c105a17
3497d48,27a40020
3497d4c,8fa20020
3497d50,afa20018
3497d54,8fa20024
3497d58,afa2001c
3497d5c,27a50018
3497d60,c105a00
3497d64,27a40028
3497d68,8fa60028
3497d6c,8fa7002c
3497d70,8fa30030
3497d74,8fa20034
3497d78,ae0601a0
3497d7c,ae0701a4
3497d80,ae0301a8
3497d84,ae0201ac
3497d88,afa30010
3497d8c,afa20014
3497d90,c108bd9
3497d94,260401b2
3497d98,c105ea6
3497d9c,27a40018
3497da0,50400008
3497da4,8e0201a0
3497da8,ae0001a0
3497dac,ae0001a4
3497db0,ae0001a8
3497db4,ae0001ac
3497db8,ae200004
3497dbc,ae200008
3497dc0,8e0201a0
3497dc4,8e0301a4
3497dc8,431025
3497dcc,50400007
3497dd0,96050140
3497dd4,8fa20018
3497dd8,ae220004
3497ddc,8fa2001c
3497de0,ae220008
3497de4,1000000e
3497de8,1025
3497dec,3c04801c
3497df0,3c028002
3497df4,244206e8
3497df8,40f809
3497dfc,348484a0
3497e00,10400008
3497e04,8fbf0044
3497e08,3c028002
3497e0c,24420eb4
3497e10,40f809
3497e14,2002025
3497e18,10000001
3497e1c,24020001
3497e20,8fbf0044
3497e24,8fb10040
3497e28,8fb0003c
3497e2c,3e00008
3497e30,27bd0048
3497e34,27bdffe8
3497e38,afbf0014
3497e3c,afa40018
3497e40,3c028011
3497e44,3442a5d0
3497e48,8043008e
3497e4c,28650010
3497e50,14a00010
3497e54,80420094
3497e58,28430010
3497e5c,14600015
3497e60,24020005
3497e64,3c02800c
3497e68,3442dccc
3497e6c,40f809
3497e74,3c038043
3497e78,c462a2c4
3497e7c,4602003c
3497e84,4501000b
3497e88,8fa20018
3497e8c,10000006
3497e90,24020005
3497e94,43182a
3497e98,14600005
3497e9c,8fa20018
3497ea0,10000005
3497ea4,8fbf0014
3497ea8,10000003
3497eac,8fbf0014
3497eb0,24020005
3497eb4,8fbf0014
3497eb8,3e00008
3497ebc,27bd0018
3497ec0,27bdffe8
3497ec4,afbf0014
3497ec8,afa40018
3497ecc,3c048045
3497ed0,c105ea6
3497ed4,24840054
3497ed8,5440000d
3497edc,3c028011
3497ee0,8fa20018
3497ee4,3043ffff
3497ee8,2c620019
3497eec,1040008b
3497ef0,8fbf0014
3497ef4,3c0201e2
3497ef8,244200c0
3497efc,621006
3497f00,30420001
3497f04,10400085
3497f0c,3c028011
3497f10,3442a5d0
3497f14,8c420004
3497f18,5440000a
3497f1c,8fa20018
3497f20,24020010
3497f24,8fa30018
3497f28,50620070
3497f2c,24020008
3497f30,2402000d
3497f34,54620009
3497f38,3c028040
3497f3c,10000069
3497f40,1025
3497f44,2442fff8
3497f48,3042ffff
3497f4c,2c420003
3497f50,54400066
3497f54,24020010
3497f58,3c028040
3497f5c,8c422248
3497f60,10400067
3497f64,8fa20018
3497f68,3043ffff
3497f6c,2c62001a
3497f70,10400060
3497f74,3c020200
3497f78,24420810
3497f7c,621006
3497f80,30420001
3497f84,50400059
3497f88,8fa20018
3497f8c,3c028011
3497f90,3442a5d0
3497f94,90430076
3497f98,240200ff
3497f9c,1062000a
3497fa0,3c028011
3497fa4,3442a5d0
3497fa8,9044007c
3497fac,240300ff
3497fb0,10830059
3497fb4,8fa20018
3497fb8,c105f8d
3497fbc,402025
3497fc0,10000056
3497fc4,8fbf0014
3497fc8,3442a5d0
3497fcc,9043007c
3497fd0,240200ff
3497fd4,50620050
3497fd8,2402ffff
3497fdc,1000004e
3497fe0,24020005
3497fe4,3c040200
3497fe8,24840810
3497fec,642006
3497ff0,30840001
3497ff4,10800008
3497ff8,3c048011
3497ffc,3484a5d0
3498000,90850076
3498004,240400ff
3498008,54a40011
349800c,2463fff2
3498010,10000030
3498014,2402ffff
3498018,2464fff8
349801c,3084ffff
3498020,2c840003
3498024,5080000a
3498028,2463fff2
349802c,3c038011
3498030,3463a5d0
3498034,90640077
3498038,240300ff
349803c,50830036
3498040,2402ffff
3498044,10000035
3498048,8fbf0014
349804c,2463fff2
3498050,3063ffff
3498054,2c630002
3498058,50600008
349805c,24030010
3498060,3c038011
3498064,3463a5d0
3498068,90630032
349806c,5060002a
3498070,2402ffff
3498074,10000029
3498078,8fbf0014
349807c,14430008
3498080,3c038011
3498084,3463a5d0
3498088,9064007a
349808c,240300ff
3498090,50830021
3498094,2402ffff
3498098,10000020
349809c,8fbf0014
34980a0,24030003
34980a4,1443001c
34980a8,3c038011
34980ac,3463a5d0
34980b0,8464002e
34980b4,84630030
34980b8,10830008
34980bc,3c038040
34980c0,90632256
34980c4,2c630001
34980c8,31823
34980cc,10000012
34980d0,431024
34980d4,10000011
34980d8,8fbf0014
34980dc,1000000e
34980e0,1025
34980e4,1000ffbf
34980e8,3043ffff
34980ec,1000ffbd
34980f0,3043ffff
34980f4,8fa20018
34980f8,1000ffc7
34980fc,3043ffff
3498100,3043ffff
3498104,2c62001a
3498108,1040ffd0
349810c,8fa20018
3498110,1000ffb5
3498114,3c040200
3498118,8fbf0014
349811c,3e00008
3498120,27bd0018
3498124,27bdffe8
3498128,afbf0014
349812c,801025
3498130,c02025
3498134,240300ca
3498138,10430006
349813c,afa70024
3498140,2442f000
3498144,3042ffff
3498148,2c420007
349814c,1040000e
3498150,3c028040
3498154,c105a95
349815c,c107dbc
3498160,8fa40024
3498164,8fa20024
3498168,90450001
349816c,3c04801c
3498170,3c028006
3498174,3442fdcc
3498178,40f809
349817c,348484a0
3498180,10000017
3498184,8fbf0014
3498188,90420028
349818c,50450005
3498190,3c028040
3498194,c105a95
349819c,10000010
34981a0,8fbf0014
34981a4,9042002e
34981a8,10400003
34981b0,c105a95
34981b8,c107dbc
34981bc,8fa40024
34981c0,8fa20024
34981c4,90450001
34981c8,3c04801c
34981cc,3c028006
34981d0,3442fdcc
34981d4,40f809
34981d8,348484a0
34981dc,8fbf0014
34981e0,3e00008
34981e4,27bd0018
34981e8,27bdffb8
34981ec,afbf0044
34981f0,afb30040
34981f4,afb2003c
34981f8,afb10038
34981fc,afb00034
3498200,afa40048
3498204,c08025
3498208,8cd101a0
349820c,8cd201a4
3498210,8cc301a8
3498214,8cc201ac
3498218,afb10018
349821c,afb2001c
3498220,afa30020
3498224,afa20024
3498228,c101f82
349822c,c02025
3498230,8c430004
3498234,8c420008
3498238,afa30028
349823c,2328825
3498240,12200005
3498244,afa2002c
3498248,c105ea6
349824c,27a40028
3498250,1040000d
3498254,3c028045
3498258,3c028043
349825c,2442fc0c
3498260,8fa30048
3498264,621021
3498268,90450000
349826c,3c04801c
3498270,3c028006
3498274,3442fdcc
3498278,40f809
349827c,348484a0
3498280,1000008a
3498284,1025
3498288,8c43e3d0
349828c,14600087
3498290,24020002
3498294,8e020130
3498298,10400083
349829c,3c028045
34982a0,ac50e3d0
34982a4,3c028045
34982a8,8fa40018
34982ac,8fa5001c
34982b0,8fa60020
34982b4,8fa70024
34982b8,ac44e3c0
34982bc,2442e3c0
34982c0,ac450004
34982c4,ac460008
34982c8,ac47000c
34982cc,c107da7
34982d0,69402
34982d4,409825
34982d8,c107d89
34982dc,402025
34982e0,408825
34982e4,2402007c
34982e8,16420002
34982ec,2402ffa4
34982f0,a20201b4
34982f4,c105ec1
34982f8,27a40028
34982fc,3c028045
3498300,9052e3ca
3498304,3c028040
3498308,a0520029
349830c,82220014
3498310,440003c
3498314,3c028045
3498318,ac40e3d0
349831c,24020001
3498320,a2020116
3498324,2203825
3498328,3c068045
349832c,24c6e3c0
3498330,2402825
3498334,c106049
3498338,2602025
349833c,82220014
3498340,28430003
3498344,14600008
3498348,24044803
349834c,2442ffed
3498350,304200ff
3498354,2c420002
3498358,14400003
349835c,3c028040
3498360,10000001
3498364,944410f6
3498368,3c028040
349836c,90420028
3498370,10520018
3498374,2402000f
3498378,a602014a
349837c,24020023
3498380,a6020144
3498384,a60000b8
3498388,ae000068
349838c,ae000060
3498390,ae00006c
3498394,3c028041
3498398,24422a40
349839c,ae02013c
34983a0,3c058010
34983a4,24a243a8
34983a8,afa20014
34983ac,24a743a0
34983b0,afa70010
34983b4,24060004
34983b8,24a54394
34983bc,3c02800c
34983c0,3442806c
34983c4,40f809
34983c8,2404483b
34983cc,10000037
34983d0,24020001
34983d4,3c058010
34983d8,24a243a8
34983dc,afa20014
34983e0,24a743a0
34983e4,afa70010
34983e8,24060004
34983ec,3c02800c
34983f0,3442806c
34983f4,40f809
34983f8,24a54394
34983fc,1000002b
3498400,24020003
3498404,3c02800c
3498408,244269a0
349840c,40f809
3498410,24040039
3498414,3c028040
3498418,90450028
349841c,b22826
3498420,5282b
3498424,c107d9b
3498428,2202025
349842c,3025
3498430,402825
3498434,3c04801c
3498438,3c02800d
349843c,3442ce14
3498440,40f809
3498444,348484a0
3498448,2402000f
349844c,a602014a
3498450,24020023
3498454,a6020144
3498458,a6000142
349845c,a60000b8
3498460,ae000068
3498464,ae000060
3498468,ae00006c
349846c,3c02801d
3498470,3442aa30
3498474,2403000a
3498478,a4430110
349847c,3c028041
3498480,2442631c
3498484,ae02013c
3498488,2203825
349848c,3c068045
3498490,24c6e3c0
3498494,2402825
3498498,c106049
349849c,2602025
34984a0,10000002
34984a4,24020001
34984a8,24020002
34984ac,8fbf0044
34984b0,8fb30040
34984b4,8fb2003c
34984b8,8fb10038
34984bc,8fb00034
34984c0,3e00008
34984c4,27bd0048
34984c8,27bdffd0
34984cc,afbf002c
34984d0,afb20028
34984d4,afb10024
34984d8,afb00020
34984dc,808025
34984e0,3825
34984e4,3025
34984e8,802825
34984ec,c1059bd
34984f0,27a40010
34984f4,8fa20010
34984f8,8fa30014
34984fc,431025
3498500,54400003
3498504,93b1001a
3498508,3c028040
349850c,90510028
3498510,8fa40010
3498514,8fa50014
3498518,8fa60018
349851c,c107da7
3498520,8fa7001c
3498524,409025
3498528,c107d89
349852c,402025
3498530,401825
3498534,ae000134
3498538,3c028040
349853c,a0510029
3498540,3c028040
3498544,90450028
3498548,b12826
349854c,5282b
3498550,608025
3498554,c107d9b
3498558,602025
349855c,3025
3498560,402825
3498564,3c04801c
3498568,3c02800d
349856c,3442ce14
3498570,40f809
3498574,348484a0
3498578,2003825
349857c,27a60010
3498580,2202825
3498584,c106049
3498588,2402025
349858c,8fbf002c
3498590,8fb20028
3498594,8fb10024
3498598,8fb00020
349859c,3e00008
34985a0,27bd0030
34985a4,27bdffe8
34985a8,afbf0014
34985ac,afb00010
34985b0,3c028011
34985b4,3442a5d0
34985b8,94500eec
34985bc,32100002
34985c0,1600000c
34985c4,3c028040
34985c8,90422255
34985cc,50400004
34985d0,3c028011
34985d4,c105b6e
34985d8,24040002
34985dc,3c028011
34985e0,3442a5d0
34985e4,94430eec
34985e8,34630002
34985ec,a4430eec
34985f0,3c028040
34985f4,90422255
34985f8,2102b
34985fc,108042
3498600,501025
3498604,8fbf0014
3498608,8fb00010
349860c,3e00008
3498610,27bd0018
3498614,27bdffd0
3498618,afbf002c
349861c,a7a00020
3498620,3c06ff05
3498624,24070002
3498628,c10597f
349862c,27a40010
3498630,8fa40010
3498634,8fa50014
3498638,8fa60018
349863c,c107da7
3498640,8fa7001c
3498644,402025
3498648,2402000c
349864c,10820007
3498650,2402003b
3498654,14820009
3498658,3c028011
349865c,3442a5d0
3498660,24030007
3498664,10000005
3498668,a043007b
349866c,3c028011
3498670,3442a5d0
3498674,24030008
3498678,a043007b
349867c,c107d89
3498684,93a3001a
3498688,3c048040
349868c,a0830029
3498690,3c048040
3498694,90850028
3498698,a32826
349869c,5282b
34986a0,c107d9b
34986a4,402025
34986a8,3025
34986ac,402825
34986b0,3c04801c
34986b4,3c02800d
34986b8,3442ce14
34986bc,40f809
34986c0,348484a0
34986c4,8fbf002c
34986c8,3e00008
34986cc,27bd0030
34986d0,9082000b
34986d4,1440000b
34986d8,94830004
34986dc,94820006
34986e0,620018
34986e4,9082000c
34986e8,1812
34986f4,620018
34986f8,1012
34986fc,3e00008
3498700,21043
3498704,94820006
3498708,620018
349870c,9082000c
3498710,1812
349871c,620018
3498720,1012
3498724,3e00008
349872c,27bdffe8
3498730,afbf0014
3498734,c1061b4
3498738,afa40018
349873c,8fa30018
3498740,94630008
3498744,620018
3498748,1012
349874c,8fbf0014
3498750,3e00008
3498754,27bd0018
3498758,27bdff98
349875c,afbf0064
3498760,afb50060
3498764,afb4005c
3498768,afb30058
349876c,afb20054
3498770,afb10050
3498774,afb0004c
3498778,808025
349877c,a02025
3498780,afa60070
3498784,94a20006
3498788,470018
349878c,9012
3498790,90b3000b
3498794,1660004a
3498798,94b10004
349879c,90b3000a
34987a0,139d40
34987a4,3c0200e0
34987a8,2629824
34987ac,11a043
34987b0,2682ffff
34987b4,30420fff
34987b8,531025
34987bc,3c03fd08
34987c0,431025
34987c4,afa20010
34987c8,c1061b4
34987cc,8cb50000
34987d0,8fa30070
34987d4,430018
34987d8,1012
34987dc,2a21021
34987e0,afa20014
34987e4,26820007
34987e8,21180
34987ec,3c030003
34987f0,3463fe00
34987f4,431024
34987f8,531025
34987fc,3c03f508
3498800,431825
3498804,afa30018
3498808,3c050700
349880c,afa5001c
3498810,3c03e600
3498814,afa30020
3498818,afa00024
349881c,3c03f400
3498820,afa30028
3498824,2631ffff
3498828,118880
349882c,3231ffff
3498830,2652ffff
3498834,129080
3498838,32520ffc
349883c,111ac0
3498840,3c0400ff
3498844,3484f000
3498848,641824
349884c,721825
3498850,651825
3498854,afa3002c
3498858,3c03e700
349885c,afa30030
3498860,afa00034
3498864,3c03f500
3498868,431025
349886c,afa20038
3498870,afa0003c
3498874,3c02f200
3498878,afa20040
349887c,118b00
3498880,2248824
3498884,2328825
3498888,afb10044
349888c,27a20010
3498890,27a60048
3498894,8e030008
3498898,24640008
349889c,ae040008
34988a0,8c450004
34988a4,8c440000
34988a8,ac650004
34988ac,24420008
34988b0,1446fff8
34988b4,ac640000
34988b8,1000004f
34988bc,8fbf0064
34988c0,90a2000a
34988c4,21540
34988c8,3c0300e0
34988cc,431024
34988d0,131cc0
34988d4,3c050018
34988d8,651824
34988dc,431825
34988e0,60a825
34988e4,2622ffff
34988e8,30420fff
34988ec,431025
34988f0,3c03fd00
34988f4,431025
34988f8,afa20010
34988fc,c1061b4
3498900,8c940000
3498904,8fa30070
3498908,430018
349890c,1012
3498910,2821021
3498914,afa20014
3498918,2e730002
349891c,16600002
3498920,24020008
3498924,24020010
3498928,510018
349892c,1012
3498930,2442003f
3498934,21fc3
3498938,3063003f
349893c,621821
3498940,318c0
3498944,3c020003
3498948,3442fe00
349894c,621824
3498950,751825
3498954,3c02f500
3498958,621825
349895c,afa30018
3498960,3c040700
3498964,afa4001c
3498968,3c02e600
349896c,afa20020
3498970,afa00024
3498974,3c02f400
3498978,afa20028
349897c,2622ffff
3498980,21380
3498984,3c0500ff
3498988,34a5f000
349898c,451024
3498990,2652ffff
3498994,129080
3498998,32520ffc
349899c,521025
34989a0,442025
34989a4,afa4002c
34989a8,3c04e700
34989ac,afa40030
34989b0,afa00034
34989b4,afa30038
34989b8,afa0003c
34989bc,3c03f200
34989c0,afa30040
34989c4,afa20044
34989c8,27a20010
34989cc,27a60048
34989d0,8e030008
34989d4,24640008
34989d8,ae040008
34989dc,8c450004
34989e0,8c440000
34989e4,ac650004
34989e8,24420008
34989ec,1446fff8
34989f0,ac640000
34989f4,8fbf0064
34989f8,8fb50060
34989fc,8fb4005c
3498a00,8fb30058
3498a04,8fb20054
3498a08,8fb10050
3498a0c,8fb0004c
3498a10,3e00008
3498a14,27bd0068
3498a18,27bdff80
3498a1c,afbf007c
3498a20,afbe0078
3498a24,afb70074
3498a28,afb60070
3498a2c,afb5006c
3498a30,afb40068
3498a34,afb30064
3498a38,afb20060
3498a3c,afb1005c
3498a40,afb00058
3498a44,808025
3498a48,a02025
3498a4c,afa60088
3498a50,afa7008c
3498a54,87a20092
3498a58,afa2004c
3498a5c,87b10096
3498a60,87b3009a
3498a64,94b20004
3498a68,121280
3498a6c,16200002
3498a70,51001a
3498a74,7000d
3498a78,1012
3498a7c,afa20050
3498a80,94b40006
3498a84,141280
3498a88,16600002
3498a8c,53001a
3498a90,7000d
3498a94,1012
3498a98,afa20054
3498a9c,90b7000a
3498aa0,17bd40
3498aa4,3c0200e0
3498aa8,2e2b824
3498aac,90b6000b
3498ab0,2ec20002
3498ab4,10400002
3498ab8,2c0f025
3498abc,241e0002
3498ac0,33de00ff
3498ac4,1eacc0
3498ac8,3c020018
3498acc,2a2a824
3498ad0,2b7a825
3498ad4,3c02fd00
3498ad8,2a21025
3498adc,afa20010
3498ae0,8c820000
3498ae4,c1061b4
3498ae8,afa20048
3498aec,8fa30088
3498af0,430018
3498af4,8fa20048
3498af8,1812
3498afc,431021
3498b00,afa20014
3498b04,3c02f500
3498b08,2a2a825
3498b0c,afb50018
3498b10,3c020700
3498b14,afa2001c
3498b18,3c02e600
3498b1c,afa20020
3498b20,afa00024
3498b24,3c02f300
3498b28,afa20028
3498b2c,24020004
3498b30,2c22004
3498b34,2540018
3498b38,1812
3498b3c,24630001
3498b44,640018
3498b48,1812
3498b4c,2463ffff
3498b50,3c21004
3498b54,14400002
3498b58,62001a
3498b5c,7000d
3498b60,1012
3498b64,2442ffff
3498b68,21300
3498b6c,3c0300ff
3498b70,3463f000
3498b74,431024
3498b78,2440018
3498b7c,2812
3498b80,28a60041
3498b84,14c0000b
3498b88,24030800
3498b8c,51fc3
3498b90,3063003f
3498b94,651821
3498b98,31983
3498b9c,246507ff
3498ba0,14600002
3498ba4,a3001a
3498ba8,7000d
3498bac,1812
3498bb0,30630fff
3498bb4,621825
3498bb8,3c020700
3498bbc,621825
3498bc0,afa3002c
3498bc4,3c02e700
3498bc8,afa20030
3498bcc,afa00034
3498bd0,161cc0
3498bd4,3c020018
3498bd8,621824
3498bdc,2ed60002
3498be0,16c00002
3498be4,771825
3498be8,24040010
3498bec,2440018
3498bf0,2012
3498bf4,2484003f
3498bf8,417c3
3498bfc,3042003f
3498c00,441021
3498c04,210c0
3498c08,3c040003
3498c0c,3484fe00
3498c10,441024
3498c14,431025
3498c18,3c03f500
3498c1c,431025
3498c20,afa20038
3498c24,afa0003c
3498c28,3c02f200
3498c2c,afa20040
3498c30,2642ffff
3498c34,21380
3498c38,3c0300ff
3498c3c,3463f000
3498c40,431024
3498c44,2694ffff
3498c48,14a080
3498c4c,32940ffc
3498c50,541025
3498c54,afa20044
3498c58,27a20010
3498c5c,27a60048
3498c60,8e030008
3498c64,24640008
3498c68,ae040008
3498c6c,8c450004
3498c70,8c440000
3498c74,ac650004
3498c78,24420008
3498c7c,1446fff8
